terror,level,source,target,weight,time
aq,2,0059f2487281187e,exchange1,0.3716,2019-10-23 04:08:05
aq,2,ce23ff5b8e82ad8d,000002017bbe1b43,0.01497889,2019-10-23 02:13:37
aq,2,ce23ff5b8e82ad8d,9ce1de89c3b60a34,0.18450785,2019-10-23 02:13:37
aq,2,00001bd1e9bc3c71,ae7810b14e28586a,0.01734247,2019-10-23 21:51:57
aq,2,00001bd1e9bc3c71,000f7642b02cd791,0.00244166,2019-10-23 21:51:57
aq,2,00001bd1e9bc3c71,00004290d122cf1b,0.00255578,2019-10-23 21:51:57
aq,2,00001bd1e9bc3c71,45a7b98d26b6cbee,0.00402135,2019-10-23 21:51:57
aq,2,00001bd1e9bc3c71,00000e4cdafa14d4,0.1318972,2019-10-23 21:51:57
aq,2,00001bd1e9bc3c71,1b54cd4eef08d56e,0.0066017,2019-10-23 21:51:57
aq,2,00001bd1e9bc3c71,0000190c532b5842,0.01485548,2019-10-23 21:51:57
aq,2,00001bd1e9bc3c71,ab6e3e0a1415b9d1,0.00198009,2019-10-23 21:51:57
aq,2,00001bd1e9bc3c71,00000e4cdafa14d4,0.00574291,2019-10-23 21:51:57
aq,2,00001bd1e9bc3c71,03130d471134aa5f,0.00601002,2019-10-23 21:51:57
aq,2,00001bd1e9bc3c71,000104795c548a11,0.11002307,2019-10-23 21:51:57
aq,2,00001bd1e9bc3c71,1cffad07e07dbda0,0.1563633,2019-10-23 21:51:57
aq,2,00001bd1e9bc3c71,136ef82fde54ebe9,0.01320696,2019-10-23 21:51:57
aq,2,00001bd1e9bc3c71,15d4afb86efa6143,0.02269659,2019-10-23 21:51:57
aq,2,00001bd1e9bc3c71,00001bd1e9bc3c71,0.1542713,2019-10-23 21:51:57
aq,2,00001bd1e9bc3c71,b69a5ff9ad00edfc,0.00924895,2019-10-23 21:51:57
aq,2,00001bd1e9bc3c71,0000190c532b5842,0.08632578,2019-10-23 21:51:57
aq,2,00001bd1e9bc3c71,00000e4cdafa14d4,0.0132,2019-10-23 21:51:57
aq,2,00001bd1e9bc3c71,347dfd16a119c115,0.05390847,2019-10-23 21:51:57
aq,2,00001bd1e9bc3c71,0285efc8999651bf,0.00370938,2019-10-23 21:51:57
aq,2,00001bd1e9bc3c71,68547d87f97d0202,0.00267,2019-10-23 21:51:57
aq,2,00001bd1e9bc3c71,000002017bbe1b43,0.00435551,2019-10-23 21:51:57
aq,2,00001bd1e9bc3c71,00002decf2294add,0.00643,2019-10-23 21:51:57
aq,2,00001bd1e9bc3c71,0000f72d3daaa912,0.00726441,2019-10-23 21:51:57
aq,2,00001bd1e9bc3c71,4415ab4c44987c5e,0.00297477,2019-10-23 21:51:57
aq,2,00001bd1e9bc3c71,00000e4cdafa14d4,0.03898539,2019-10-23 21:51:57
aq,2,00001bd1e9bc3c71,08c867143cc20c9a,0.04027479,2019-10-23 21:51:57
aq,2,00001bd1e9bc3c71,0000120db0082614,0.85391818,2019-10-23 21:51:57
aq,2,00001bd1e9bc3c71,c570a9746123d7ce,0.00140532,2019-10-23 21:51:57
aq,2,00001bd1e9bc3c71,000036c7cacc5e74,0.00534624,2019-10-23 21:51:57
aq,2,00001bd1e9bc3c71,000ad77a4345a059,0.05342244,2019-10-23 21:51:57
aq,2,00001bd1e9bc3c71,0019be2529b29489,0.00013356,2019-10-23 21:51:57
aq,2,00001bd1e9bc3c71,0104071a3f19f405,0.91756211,2019-10-23 21:51:57
